country,description,designation,points,price,province,region,variety,winery
US,"This bottling comes off a select corner of the Talley family ranch and is quite shy on the nose at first, reluctantly offering beet, cranberry, and cooked strawberry aromas, with the slightest touch of caramelization and loam. The flavors tend toward bramble, with wild thyme, white pepper and oregano, starting off simple but growing persistent and beautiful as the wine opens.",East Rincon,92,64.0,California,Arroyo Grande Valley, PINOT NOIR,Talley
US,"Tasted blind among wines priced three times higher, this Pinot more than held its own. Vibrant, well-balanced and medium-bodied, it blends generous fruit flavors, moderate tannins and restrained oak spice. It's elegant, mouthwatering and subtle, lingering long into the finish.",Lot #19,92,19.0,California,Mendocino County, pinot noir,Tangley Oaks
US,"This reserve begins as a vineyard-block selection, and spends nine months in 100% French oak. It's bright and brambly, melding citrus skins and oils, fresh raspberries and cherries, and a touch of chocolate. There's a hint of dustiness as well, and it's drinking quite well already: no need to wait.",Reserve,92,45.0,Oregon,Dundee Hills,pinot noir ,The Four Graces
US,"From a south-facing hillside site on the edge of the Petaluma Gap at Dutton Ranch Cherry Ridge Vineyard, this fruity and complex wine shows white pepper and earthy notes, taking time to open in the glass. Varietal in its pepper, leather and violet aromas, it's sleek and tart—a cool-climate rendition of the grape.",Cool Climate,92,32.0,California,Green Valley,SYRAH,Ron Rubin
Italy,"Toast, mocha, spiced plum and pipe tobacco aromas come together in this savory red. The palate offers juicy raspberry, wild cherry, star anise and vanilla notes with firm, refined tannins. Drink 2018–2026.",Riserva,92,30.0,Tuscany,Vino Nobile di Montepulciano,RED BLEND,Salcheto
US,"With a touch of barrel reduction on the nose, this wine unfolds into layers of crisp, stony minerality and bold flavors of lemon and pear. Balanced in both ripeness and texture, its acidity carries it to a long, spicy finish.",Les Pierres Estate Bottled,92,42.0,California,Sonoma Coast,CHARDONNAY ,Sonoma-Cutrer
US,"This wine made from estate-grown, dry-farmed fruit has a large presence on the nose, offering earthy rose and lavender aromas. Velvety on the palate, it broods in tart cherry and rhubarb flavors, with allspice and toasted oak notes that accentuate its spice on the long finish.",SP-SL Estate Vineyard,92,53.0,California,Russian River Valley,Pinot noir ,Square Peg
US,"Dijon clones go into this rich mouth coating wine. It pushes pastry flavors front and center—apple pie, pie crust and cinnamon—but it never goes too soft, and finishes with a well-modulated mix of barrel toast (30% new French oak) and underlying minerality.",Bernau Block,92,45.0,Oregon,Willamette Valley,CHARDONNAY ,Willamette Valley Vineyards
Australia,"Baking spices and vibrant cassis set up the nose of this Cabernet. Those same elements are apparent on the palate, where the wine is full-bodied and solidly built. Cinnamon and cocoa notes add a dusty feel to the lingering finish. Drink now–2025.",Directors' Cut,92,39.0,South Australia,Langhorne Creek,Cabernet  sauvignon,Heartland
US,"A full-bodied explosion of hearty ripe fruit is the story in this soft, straightforwardly approachable and enjoyable wine. It's blended with 15% Merlot and 10% Cabernet Franc and aged in oak, giving it smokiness and a length of spice that opens in the glass.",Cellar Select Blend,92,65.0,California,Napa Valley,Cabernet  sauvignon,Joseph Cellars
France,"The great dominance of Cabernet Sauvignon in the blend has given this wine both a fine structure and crisp swathes of black-currant fruit. It is a firm wine at this stage, although the fine fruitiness will become an important part of the taste. The estate is named after one of Napoleon's generals who became King of Sweden. Drink from 2021.",,91,40.0,Bordeaux,Haut-Médoc,Bordeaux-style red blend ,Château Bernadotte
France,"This is a dense and tannic wine. It has plenty of the structure that is common to the Listrac appellation with a firm character when young; however, it also has swathes of ripe black fruits and acidity that will allow it to fill out very satisfactorily. Drink from 2020.",,91,29.0,Bordeaux,Listrac-Médoc, BORDEAUX-STYLE RED BLEND,Château Cap Léon Veyrin
France,"Produced by the team from classed growth Château Giscours, this is a successfully ripe wine with smoothly integrated tannins. Cushioned by the ripe fruit, the structure is concentrated and impressive. Drink this wine from 2022.",,91,40.0,Bordeaux,Haut-Médoc, bordeaux-style red blend,Château Duthil
France,"This is a small property under the same ownership as Château du Cartillon in the Haut-Médoc. The wine is ripe, juicy and with delicious blackberry fruits. It has a dark core of tannins ready to push the wine forward as it ages. It will certainly need time, so wait until 2021.",,91,65.0,Bordeaux,Margaux,bordeaux-style red blend,Château la Fortune
France,"This 55% Cabernet Sauvignon and 45% Merlot blend comes from an estate just north of Saint-Estèphe. It reflects the structure and density of that appellation. Bold, ripe and fruity, it will age well. Drink from 2020.",,91,28.0,Bordeaux,Haut-Médoc,bordeaux-style red blend ,Château Maurac
France,"This a finely perfumed wine with its 32% Cabernet Franc, unusual for this estate. It gives a wine with great structure and concentration as well as layers of ripe black fruits. The wine needs to age so drink from 2023.",,91,39.0,Bordeaux,Pomerol, BORDEAUX-STYLE RED BLEND,Château Nenin
France,"The home chateau of the group of properties owned by the Guyon family, this estate has produced a solid very ageworthy wine. It has dark tannins and rich juicy black fruits. With its structure and bright berry and plum flavors, it will not be ready to drink before 2020.",,91,35.0,Bordeaux,Médoc,BORDEAUX-STYLE RED BLEND,Château Rollan de By
France,"This is a serious, complex wine from an estate that was created in the 1930s. Old vines and wood aging have give the wine concentration and richness. Black-plum skin and blackberry flavors, enhanced by a good proportion of Petit Verdot, dominate a wine that will age well. Drink from 2022.",,91,25.0,Bordeaux,Listrac-Médoc,BORDEAUX-STYLE RED BLEND,Château Vieux Moulin
US,"This reserved and classically styled wine has subtle fig and marzipan aromas, is dry on the palate, with a bundle of tight fruit and spice flavors wound up in fresh acidity that emerge slowly with each sip and on the finish. It is a serious wine and a good candidate to age until 2018 or longer.",Dach Vineyard,91,55.0,California,Anderson Valley, chardonnay,Domaine Anderson
France,"Fresh with apple and citrus, this is a perfumed, immediately attractive wine. It has bright acidity, a lightly mineral texture and a tangy, zesty aftertaste. It's young and will age although it is delicious now.",Le Charmois Premier Cru,87,40.0,Burgundy,Saint-Aubin, chardonnay,Au Pied du Mont Chauve
Italy,"Made with 50% Sangiovese, 30% Merlot and 20% Cabernet Sauvignon, this straightforward red opens with aromas of fragrant blue flower and wild berry. The easy-drinking palate doles out juicy black cherry, black currant and a hint of white pepper framed in mellow tannins.",Guadalmare,87,13.0,Tuscany,Maremma Toscana,red blend,Castellani
France,"This wine is dry and smoky, with tannins that will allow it to age. The fruit, though, only hints at red berry fruits and should be more developed for a simple appellation wine such as this. Drink from 2017.",Vieille Vignes,87,25.0,Burgundy,Bourgogne, PINOT NOIR,Château de Santenay
US,"Juicy and ripe, yet briskly composed, this medium-bodied Pinot Noir boasts flavors of red cherry and strawberry preserves offset by crisp cranberry acidity. It's concentrated on the palate but finishes swiftly with just a feathery hint of tannins.",,87,19.0,New York,Finger Lakes,pinot noir ,Heron Hill
US,"Intriguing in tobacco and a sense of the forest, especially pine, this soft, chewy, fuller wine finishes quickly in black pepper.",Pigoni Ranch,87,38.0,California,Alexander Valley,SYRAH,Manzanita Creek
Italy,"Plum, dark cooking spice and menthol aromas emerge in the glass. The firm palate offers dried black cherry, toast, licorice and espresso alongside assertive, grainy tannins that leave a rather raspy finish.",,87,18.0,Tuscany,Chianti Classico, Red blend,Casaloste
Italy,"The nose is rather closed but eventually reveals aromas of espresso, toasted oak, clove and a balsamic note. The tightly wound palate offers unripe cherry, star anise and a green note of powdered sage while firm, grainy tannins leave an astringent finish.",Vallocaia Riserva,87,46.0,Tuscany,Vino Nobile di Montepulciano,RED BLEND ,Bindella
US,"Tobacco box and cedar notes lend savory nuances to this stately, but slightly subdued Cabernet Sauvignon. Delicate black plum and cherry flavors are crisp and cool, fringed by soft fine tannins. Drink now through 2018.",Estate Bottled,87,16.0,New York,Finger Lakes,cabernet  sauvignon,Wagner
US,"This closed, youthful wine is wrapped up in the ripeness and grippy nature of the vintage. It has a tropical edge to the fruit, a mix of pineapple and guava supported by juicy peach that finishes full bodied and lush on the palate.",,87,40.0,California,Sonoma Coast,chardonnay,Corner 103
France,"Based in Humbligny, midway between Menetou-Salon and Sancerre, this producer has vines in both appellations. A delicate, perfumed wine, this enjoys a good balance between acidity and apple and white peach flavors. It's rounded, full in the mouth and ready to drink.",,87,25.0,Loire Valley,Sancerre,SAUVIGNON BLANC,Domaine de Champarlan
France,"A light approach to Chablis, this brings out crisp fruitiness, attractive acidity, apple flavors and a touch of steeliness. With its creamy, ripe aftertaste, the wine is ready to drink.",,87,25.0,Burgundy,Chablis,CHARDONNAY ,Domaine Louis Moreau
France,"From the Mâcon appellation that is dominated by the formidable rock of Solutré, this is a ripe, full-bodied wine. It offers juicy acidity, fresh sliced apple flavors and a touch of spice. The wine is ready, although it will be better from late 2016.",,87,27.0,Burgundy,Mâcon Solutré, CHARDONNAY,Domaine Trouillet
US,"Black slate, vanilla and red cherries show on the nose of this widely available wine, which is nicely complex for such a large case load. The palate is medium in body but heartily spiced, with dark pomegranate and cherry-pie flavors hanging on a chalky tannic structure.",,87,17.0,California,Central Coast,CABERNET SAUVIGNON,Edna Valley Vineyard
France,"This perfumed wine has a rustic edge that should blow away as the wine matures. For the fruit, it is red-berry time: bright, soft and lifted by gentle tannins and lively acidity. The wine will improve for a few more months, so drink from late 2017.",Champ Gibault,87,28.0,Loire Valley,Coteaux du Giennois,PINOT  NOIR,Florian Roblin
France,"An herbal wine, this is full of gooseberry and grapefruit flavors. It's tangy, tight with a steely texture and a strong mineral streak. The wine is fresh, fruity and ready to drink.",Les Crilles,87,28.0,Loire Valley,Sancerre,sauvignon  blanc,Gitton Père et Fils
US,"Almost entirely whole cluster fermented, this reserve saw just 5% new oak; the rest was neutral. It's clean and sharp-edged, with tangy raspberry fruit. Put it away for a couple more years, and drink from 2020 on.",Skyraider Reserve,89,60.0,Oregon,Dundee Hills,pinot noir,Vista Hills
US,"Merlot makes up just over half of this wine, with Cabernet Sauvignon (39%) playing second fiddle and Cabernet Franc and Malbec rounding it out. It's expressive, with aromas of fig, golden raisins, eucalyptus and red fruit, with the aromas seeming slightly dried out. The palate is fruit forward and textured, while still showing restraint and length.",Interlude,89,28.0,Washington,Washington,Bordeaux-style red blend ,Waters
US,"Tangy yellow grapefruit aromas meet broad Gala apple and almond scents in this bottling from veteran winemaker Norman Beko. The palate is light in texture but overflows with marshmallow, lemon and sea salt flavors.",Barrel Select,89,48.0,California,Santa Maria Valley,chardonnay,Cottonwood Canyon
Italy,"Made entirely from Syrah, this offers earthy black-skinned fruit, tilled soil and leather aromas. The round, friendly palate delivers blackberry jam, black plum and white pepper flavors, alongside smooth tannins.",Krio,89,29.0,Sicily & Sardinia,Terre Siciliane,SYRAH ,Curto
US,"Very alluring yellow apple and Bosc pear aromas are followed by an elegantly styled palate, with racy lemony acids on the finish. It shows a pleasing sense of purity and elegance. Pair it with food to see it at its best.",Boushey Vineyard,89,25.0,Washington,Yakima Valley,Chardonnay,Eight Bells
US,"Barrel aromas are out front on this 100% varietal wine, with notes of wood spice, vanilla, pencil lead and baking spice followed by dark plum. The flavors are dense, dark and palate coating. The wood shows quite prominently on the palate as well but if you can get beyond it, there are good things happening.",Ciel du Cheval Vineyard,89,50.0,Washington,Red Mountain,Merlot,Fidelitas
US,"The grapes were farmed biodynamically, fermented with wild yeasts, and just two barrels were aged in new oak. The stiff berry fruit is cloaked in details of stem and earth, tart acids and a whiff of compost.",Johan Vineyards,87,35.0,Oregon,Willamette Valley,pinot noir ,Day
US,"Kiwi, peach and pineapple mark this blend of 93% Sauvignon Blanc and 7% Sémillon, providing a tropical character and personality. Medium in body and weight, it finishes moderately influenced by oak and a touch of vanilla cream.",,87,18.0,California,Napa Valley,sauvignon  blanc,Heritance
US,Ripe butterscotch and a notable flank of big vanilla and oak greet the entry of this vineyard-designate. It makes for a luxurious wine reflective of a warm vintage and approach.,La Cruz Vineyard,87,38.0,California,Sonoma Coast,Chardonnay,Keller
US,"This wine shows smooth red fruit that is light and generic, with modest weight and an earthy flavor. The wine spent a bit of time in 25% new oak, though it doesn't show up in the flavors.",The Attaché,87,40.0,Oregon,Willamette Valley,Pinot noir,Maison L'Envoyé
Argentina,"Raspberry and cherry aromas are mild while not stirring much excitement. This feels a bit raw and tannic, but it's got enough body to hold up. Berry and plum flavors finish with hints of spice and chocolate.",Premium Reserve,87,17.0,Mendoza Province,Luján de Cuyo,Cabernet sauvignon ,Piattelli
Australia,"Cedar and vanilla notes mark the nose of this wine, which boasts ample weight, modest fruit and a soft, open-knit texture. It's appealing for its oaky charm.",,87,20.0,South Australia,Adelaide Hills,Pinot  noir,Sidewood
US,"Coming from the cool 2010 vintage, this 100% varietal wine doesn't quite seem to have fully ripened but still offers plenty of enjoyment with its savory notes of leafy herbs, olive and cherry. It's elegant in its styling with a fresh feel and a cinnamon-speckled finish.",,87,40.0,Oregon,Applegate Valley,Cabernet  sauvignon,Schmidt
US,"Racy acidity and oak-inspired lemon, lime and tropical fruit flavors mark this bone-dry, elegant wine, with a minerally edge. Don't drink it too cold.",Reserve,87,35.0,California,Russian River Valley,chardonnay ,Windsor Oaks
US,"This single-vineyard selection is aggressively tannic, earthy and herbal. Time may help smooth it out. There's plenty of black fruits and dark chocolate, and chewy, somewhat rough tannins.",Bjornson Vineyard,87,36.0,Oregon,Eola-Amity Hills, PINOT NOIR,Grochau
US,"Richness and rusticity ride side by side in this Pinot Noir. It has enormously ripe raspberry, cherry and persimmon flavors, with a balanced jacket of oak and crisp acidity. On the other hand, the tannins are edgy, giving the wine a jagged feeling. The wine will age for many years, without gaining complexity.",Soberanes Vineyard,87,55.0,California,Santa Lucia Highlands,Pinot noir,Bernardus
US,"An unusual blend of Zinfandel, Petite Sirah and Teroldego, this red wine is dry and tannic. The blackberry, currant, mocha and white pepper flavors are drinking well now.",Sorcerer's Stone,87,45.0,California,California,Red blend,Cinnabar
France,"A ripe, rich and deliciously spicy wine, it has a light touch of white pepper, red berry fruits and a broad brush of acidity. It's rounded, although with some tannic structure, and can certainly be drunk now.",Merlot/Duras,87,13.0,Southwest France,Côtes du Tarn,RED BLEND ,Domaine D'en Ségur
US,"This Merlot-based blend is dry, hard in tannins and brisk in acids. It has an intense core of blackberries, black currants and oak. Ready to drink now, it needs rich, oily foods, like short ribs, to cut through the astringency.",The Immigrant,87,40.0,California,Paicines, bordeaux-style red blend,Donati
US,"Notable for a soft, buttery creaminess that makes it feel caressing in the mouth. There's just enough acidity to give a boost to the intense lemondrop candy, pineapple, crème brulée and vanilla flavors. Drink up with roast chicken, grilled salmon or portobello mushroom risotto.",,87,22.0,California,Sta. Rita Hills,Chardonnay,Gainey
US,"It flatters with ripe apricot, orange, lime and papaya flavors, enhanced with oak and brightened with acidity. Bone dry on the finish, it has a firm edge of minerality.",,87,35.0,California,California,chardonnay ,Hoyt Family Vineyards
US,"It shows good acidity, a pleasant scour of tannins and complex flavors of raspberries, currants and mushrooms. But a tannic graininess results in a lack of delicacy. Already throwing some sediment, it will age for many years.",Estate,87,60.0,California,Santa Cruz Mountains,pinot noir ,Kings Mountain
US,"The grapes are from Mount Veeder, and the wine shows that appellation's strong tannins, as well as its classic black currant and mineral flavors that finish so dry and clean. Made from 100% Cabernet, it was aged in 50% new French oak. The end result is complex, but astringent, not a wine you want to drink now. Give it until 2020 and see what it's doing.",,87,79.0,California,Napa Valley,CABERNET SAUVIGNON,Kukeri
US,"This is one of those Chardonnays that's delicious from the first sip. It's not complicated, but is rich in mango, yellow peach and oak-inspired buttered toast, butterscotch, honey and vanilla bean flavors. The grapes are from the Oak Knoll District, and the wine has refreshing acidity.",Red Hen,87,30.0,California,Napa Valley,CHARDONNAY,Laird
US,"Fragrant in tropical guava and grapefruit, this is a clean, crisp Chardonnay. Layered with acidity and textured enough to go with food, it's a good wine to serve on occasions big and small.",Rock & Vine,87,17.0,California,North Coast,Chardonnay,Nine North Wine Company
US,"This 100% Merlot has elevated qualities of complexity. It's dry and quite tannic, with raspberry, cherry, licorice, herb and sandalwood flavors that finish with a rich spiciness. Drink now–2016.",,87,27.0,California,Alexander Valley,Merlot ,Pech Merle
US,"This is a big Merlot, earthy but a tad flat, with a tobacco-like bitterness on the tail end.",Le Sage,82,35.0,California,Dry Creek Valley, MERLOT,Michel-Schlumberger
US,"Diminished scents of rubber, dried cherry and raspberry translate onto the nimble, glossy palate. The acidity becomes jumpy on the finish, leaving the wine feeling tense and asymmetrical.",Catamount Run,82,18.0,Virginia,Virginia,Red  blend,Naked Mountain
US,"Oregano, sun-dried grass and vanilla scents veneer seemingly volatile notes of plum and blackberry. Although the wine comes with a supple attack, high-strung acidity marks the midpalate, which makes the wine feel stressed and uneasy.",Estate Club Free Run,82,18.0,Virginia,Virginia,CABERNET SAUVIGNON,Veramar
Spain,Compost aromas and a clunky feeling palate get this off on the wrong foot. Flavors of burnt berry fruit and sweetness fail to impress. This shows hardly any snap on a cloying finish.,Rosado,82,14.0,Northern Spain,Somontano, Cabernet sauvignon,Enate
US,"There's a tannic flatness to this 76% Cabernet Sauvignon, with 12% Malbec and 12% Petit Verdot blended in. The crunchy blackberry and cassis fall somewhat flat on the palate.",,82,32.0,California,Sonoma County,Cabernet sauvignon,Estate 1856
US,"Silky and easygoing on the palate, this comes with slightly sweet flavors of shaved apples, pears and tropical fruits.",Sweet Adeline,82,19.0,Arizona,Arizona,RIESLING,Carlson Creek
US,"Course and snappy on the palate, this blanc de blancs features broad apple flavors.",Château Reserve Méthode Champenoise Blanc de Blancs Brut,82,30.0,North Carolina,North Carolina,chardonnay,Biltmore Estate
US,"Aromas of worn saddle leather and stewed blackberries and raspberries come with some volatility. Overall, the palate feels taut and tense. Tart acids cut the finish short and kick the salivary glands into overdrive.",Ameritage Estate Club,81,18.0,Virginia,Virginia,Red blend ,Veramar
Argentina,"Tropical, soapy aromas are yeasty and flat. Flavors of lychee and melon have no follow-through and finish mealy.",,80,13.0,Mendoza Province,Mendoza, Chardonnay,Tres Exilios
US,"The color of castor oil, this sweet table wine offers clove and root beer flavors that cling to the finish.",Noche Sweet Table Wine,80,17.0,Virginia,Virginia,red blend,Cooper Vineyards
France,"This is full of fruit and weighty tannins. Coming from one of the finest vineyards in Burgundy, it is going to have great power and an opulent nature. This wine also has elegance, its black fruits controlled and with a mineral edge. That doesn't take away the power, it enhances the stylishness of this grand wine. Drink from 2020.",,96,240.0,Burgundy,Chambertin,Pinot noir ,Domaine Rossignol-Trapet
France,"Initially, this is a richly ripe wine with tropical fruit flavors. It also has an immense sense of structure that supports the fruit impressively. It's dense, concentrated, exuding power and solidity, while always keeping a sense of elegance. Drink from 2018.",,96,315.0,Burgundy,Chevalier-Montrachet,CHARDONNAY ,Bouchard Père & Fils
France,"This is powerful and rich, allowing just a note of freshness to creep into the firm structure. Dark tannins, black fruits and smoky wood flavors combine harmoniously, lending a sense of great power and long-term aging potential. Drink from 2019.",Le Corton,96,115.0,Burgundy,Corton,PINOT NOIR,Bouchard Père & Fils
US,"Half Cabernet Sauvignon with the rest Merlot and Cabernet Franc, this wine opens with aromas of fresh herbs, fig, barrel spice and dark fruit. The palate brings some astringency, needing some food to tame it.",Ciel du Cheval Vineyard,87,40.0,Washington,Red Mountain,bordeaux-style red blend,:Nota Bene
US,"Gravel, dark red berries and a raw beef character show on the nose of this accessibly priced wine. The palate offers beet and dark cranberry juice flavors, along with black sage and camphor. Still tightly wound, it will get better with patience.",,87,18.0,California,Santa Barbara County, PINOT NOIR,Santa Barbara Winery
US,"Barrel notes of spice, vanilla, caramel and herbs lead to red- and blue-fruit flavors, with the tannins showing some astringency. Merlot wouldn't be a first guess but it still brings appeal.",,87,14.0,Washington,Columbia Valley (WA), merlot,Waterbrook
US,"The aromas of plum, blackberry, vanilla, dried herbs and spice provide intrigue. The blue- and black-fruit flavors are linear in style but deliver enjoyment.",,87,14.0,Washington,Columbia Valley (WA),syrah ,Waterbrook
US,"The green apple, apple skin and flower aromas pop. The off-dry peach flavors keep you coming back for more.",,87,10.0,Washington,Columbia Valley (WA),RIESLING,Whispering Tree
US,"This closed, youthful wine is wrapped up in the ripeness and grippy nature of the vintage. It has a tropical edge to the fruit, a mix of pineapple and guava supported by juicy peach that finishes full bodied and lush on the palate.",,87,40.0,California,Sonoma Coast, chardonnay,Corner 103
France,"Based in Humbligny, midway between Menetou-Salon and Sancerre, this producer has vines in both appellations. A delicate, perfumed wine, this enjoys a good balance between acidity and apple and white peach flavors. It's rounded, full in the mouth and ready to drink.",,87,25.0,Loire Valley,Sancerre,Sauvignon  blanc,Domaine de Champarlan
France,"A light approach to Chablis, this brings out crisp fruitiness, attractive acidity, apple flavors and a touch of steeliness. With its creamy, ripe aftertaste, the wine is ready to drink.",,87,25.0,Burgundy,Chablis, chardonnay,Domaine Louis Moreau
France,"From the Mâcon appellation that is dominated by the formidable rock of Solutré, this is a ripe, full-bodied wine. It offers juicy acidity, fresh sliced apple flavors and a touch of spice. The wine is ready, although it will be better from late 2016.",,87,27.0,Burgundy,Mâcon Solutré,Chardonnay,Domaine Trouillet
US,"Black slate, vanilla and red cherries show on the nose of this widely available wine, which is nicely complex for such a large case load. The palate is medium in body but heartily spiced, with dark pomegranate and cherry-pie flavors hanging on a chalky tannic structure.",,87,17.0,California,Central Coast,cabernet sauvignon,Edna Valley Vineyard
France,"This perfumed wine has a rustic edge that should blow away as the wine matures. For the fruit, it is red-berry time: bright, soft and lifted by gentle tannins and lively acidity. The wine will improve for a few more months, so drink from late 2017.",Champ Gibault,87,28.0,Loire Valley,Coteaux du Giennois, Pinot noir,Florian Roblin
France,"An herbal wine, this is full of gooseberry and grapefruit flavors. It's tangy, tight with a steely texture and a strong mineral streak. The wine is fresh, fruity and ready to drink.",Les Crilles,87,28.0,Loire Valley,Sancerre,Sauvignon blanc,Gitton Père et Fils
Italy,"A blend of 90% Sangiovese, 5% Cabernet Sauvignon and 5% Merlot, this opens with bright aromas of woodland berry, blue flower and dark cooking spice. The soft, easy-drinking palate offers juicy wild cherry, cinnamon and a hint of clove alongside glossy tannins. Drink soon to capture freshness.",,87,16.0,Tuscany,Chianti Classico,red blend ,Luiano
Italy,"Even though the nose still offers aromas of French oak, scorched earth, dried berry and menthol, this wine has seen better days. The lean, bracing palate shows firm acidity, assertive, fine-grained tannins and a hint of spice but the fruit has almost completely dried up.",Ser Lapo Riserva,87,40.0,Tuscany,Chianti Classico, Red blend,Mazzei
Italy,"Aromas of tilled soil, overripe black plum, fleshy black cherry and a hint of farmyard lead the nose and carry through to the full-bodied palate. It's ripe, round and ready, with evolved tannins and soft acidity so drink soon.",Riserva dei Mandorli,87,58.0,Tuscany,Vino Nobile di Montepulciano,Red blend ,Romeo
Italy,"Violet, plum, leather and baking spice aromas merge on this easygoing red. The no-fuss palate offers black cherry, star anise and a hint of clove alongside polished but rather fleeting tannins. Drink soon.",Barone Neri del Nero,87,21.0,Tuscany,Chianti Superiore,RED BLEND,Castel Pietraio
US,"Ripe, rich black cherries and berries are accented by layers crushed stone on this elegant Cabernet Sauvignon. Fresh fruit concentrates the palate, but it's brightened by a jolt of acidity and fine, lingering tannins.",,88,19.0,New York,Finger Lakes,CABERNET SAUVIGNON ,Knapp
US,"On first pour it is the oak —25% new French—that leads with prominent notes of vanilla, but as it opens up these recede to reveal baked apple, butterscotch and pear. It's creamy and almost unctuous in feel with the sweetness of the fruit giving the suggestion of residual sugar.",The Estates,88,22.0,Washington,Ancient Lakes, Chardonnay,Milbrandt
US,"There's a high-toned quality to this Cabernet, juicy and yet restrained in red cherry and dried cranberry, just a suggestion of cedar and dried herb lurking in the background. Oaky and grippy toward the finish, the approachable flavors are laced with vanilla.",Reserve,88,30.0,California,Alexander Valley,cabernet sauvignon ,Rock View
US,"This five-grape, Bordeaux-style blend is principally Cabernet Sauvignon, and offers forward, moderately light fruit flavors of strawberry and cherry. It's balanced and pleasant tasting, though lacking the depth that you might wish for in this price range.",Proprietary,88,50.0,Washington,Columbia Valley (WA),bordeaux-style red blend ,Swiftwater Cellars
US,"With 4% Viognier giving this wine a distinct floral lift, it's aromatic with notes of nectarine, pear and toasty barrel spice. It's creamy, almost oily in feel, with an assortment of stone fruit flavors that carry through the finish.",,88,12.0,Washington,Columbia Valley (WA),CHARDONNAY,Waterbrook
US,"Lemony and toasty, this approachable wine is rich and balanced, its texture soft and the flavors long-lasting, highlighted by a taste of lemon meringue.",,88,25.0,California,Sonoma County, chardonnay,Arrowood
France,"This complex wine has a touch of sweetness allowing the fruit to be ready to drink sooner. At the same time, it has structure, strong minerality and a floral, fragrant character. Drink from 2015 or wait for the full effect until 2018.",Schlossberg Grand Cru,88,30.0,Alsace,Alsace, RIESLING,Biecher & Schaal
France,"The wine is full and ripe, generous both in its black fruits and its tannins. It's rich, juicy and packed with berry fruits, a touch of wood and a mineral texture showing at the end. Drink from 2016.",,88,12.0,Bordeaux,Bordeaux,BORDEAUX-STYLE  RED  BLEND,Château de Bordes-Quancard
France,"With its dominance of Cabernet Sauvignon, this is a structured, juicy and black currant-flavored wine from the northern Haut-Médoc. Firm tannins, licorice and spice flavors are cut by acidity. It needs medium-term aging, so drink from 2017.",,88,19.0,Bordeaux,Haut-Médoc, bordeaux-style red blend,Château la Croix Margautot
US,"A taste of Key lime and tonic unveil a vibrancy of aroma and high-acid flavor in this wine, additionally characterized by layers of crisp white peach and pineapple juice.",,88,20.0,California,Sonoma County, SAUVIGNON BLANC,Cosa Obra
US,"Medium-bodied, soft and juicy in red berry fruit, this comes from the heart of the Russian River Valley. Not entirely cool-climate but not overly warm, either, it provides a balanced take on the grape that'll stand up to hearty meals of coq au vin or cassoulet.",Soul Patch Estate Grown,88,42.0,California,Russian River Valley, syrah,Davis Family
France,"This balanced wine is crisp, taut and mineral. It tastes very dry, packed with acidity and perfumed apple and lemon flavors. It's quite ready to drink, but will be better from 2016.",Cuvée Charles,88,19.0,Alsace,Alsace,RIESLING,Domaine Charles Baur
France,"This soft and ripe wine is full of bright cherry flavors, with gentle tannins and just a hint of wood aging. A proper Pinot Noir acidity brings out the fruitiness of the wine. Drink now.",Cuvée V,88,50.0,Alsace,Alsace,Pinot noir ,René Muré
US,"Intense tannins and full body make this Syrah difficult to savor at this point, but it may round out with aging. It smells like smoke and black pepper, and tastes like grilled beef and blackberries. It is firm and astringent in texture, tight and concentrated in flavor. Best after 2018.",,88,25.0,California,Solano County,Syrah,Rock Wren
US,"Tasty and dry, this offers typical smoky, black peppery aromas, dark fruit flavors and medium body. It comes off as elegant rather than big, due to the smooth texture, slightly subtle flavors and silky texture.",Monarch Mine,88,25.0,California,Sierra Foothills, syrah,Sierra Starr
US,"Powerful and pleasant cinnamon aromas dominate the somewhat one-dimensional nose—from Red Hot candies to peppermint stick. The palate expands to cola, blackberry pie and black pepper, with decent grip.",,88,32.0,California,Paso Robles,SYRAH,Still Waters
France,"Red fruit dominates this attractive, light wine that shows the acidity of the year while also suggesting light tannins. The aftertaste has a touch of smokiness. It will develop quickly.",,87,27.0,Burgundy,Bourgogne, PINOT NOIR,Faiveley
US,"This is a fruit-driven wine showing lots of apple and melon aromas, broad peach and apple flavors and a generous texture. It's very tasty and refreshing and has touch of sweetness.",Echo Ridge,87,10.0,California,Lodi,sauvignon  blanc,Fetzer
Italy,"Made with Nero d'Avola and other Sicilian grapes, this offers fruity aromas of dark berry and a whiff of dark spice. The straightforward palate shows ripe black cherry and blackberry while notes of ground black pepper add interest. It's easy drinking so enjoy soon.",,87,13.0,Sicily & Sardinia,Terre Siciliane, RED BLEND,Colosi
France,"This wine has structure and strong old-wood flavors. It comes from the most southerly Premier Cru in the Côte de Beaune, close to the Chalonnaise vineyards. The fruit is still working its way through the tannins of this firm wine. It will have a juicy red-berry character as it develops, giving the potential for aging. Drink from 2018.",Clos Rousseau Premier Cru,87,35.0,Burgundy,Santenay,PINOT  NOIR,Labouré-Roi
Italy,"Made with 100% Chardonnay, this opens with aromas of toast, oak, acacia flower and orchard fruit. On the palate, oak-driven sensations compete with yellow apple, citrus and bitter walnut. Even though it has an abv of 13.5%, you'll notice evident alcohol on the close.",Passobianco,87,29.0,Sicily & Sardinia,Terre Siciliane,chardonnay,Passopisciaro
